"mes","CotacaoDolar","CotacaoBrentReais","ValorBrentEmDolar","Sigla_regiao","mediaPrecoEtanol","mediaPrecoGasolina","mediaTribEstadual","mediaTribFederal","mediaDistRev","medianaPrecoEtanol","medianaPrecoGasolina","medianaTribEstadual","medianaTribFederal","medianaDistRev","MediaIPCAMes","MedianaIPCAMes","mediaGasolinaBomba","ImpPercMedia","medianaGasolinaBomba","ImpPercMediana","PIM","Estoque_Empregos","mediaCDI","IBC","MassaRendimento"
"2018-07",3.82629166666667,284.79998575,74.4058333333333,"BR",0.47700558961059,1.4418084,1.25649423049425,0.686868,0.626823779895158,0.47700558961059,1.4418084,1.25649423049425,0.686868,0.626823779895158,0.33,0.33,4.489,27.9905152705335,4.489,27.9905152705335,77,"38.575.609,00",6.39,"140,97","148006"
"2018-07",3.82629166666667,284.79998575,74.4058333333333,"CO",0.447255,1.5670618,1.28895548732681,0.686868,0.584859712673192,0.447255,1.5670618,1.28895548732681,0.686868,0.584859712673192,-0.0227215189873418,-0.0227215189873418,4.575,28.1738904333729,4.575,28.1738904333729,77,"38.575.609,00",6.39,"140,97","148006"
"2018-07",3.82629166666667,284.79998575,74.4058333333333,"N",0.557037,1.3637495,1.149242127713,0.686868,0.825103372286997,0.557037,1.3637495,1.149242127713,0.686868,0.825103372286997,0,0,4.582,25.0816701814273,4.582,25.0816701814273,77,"38.575.609,00",6.39,"140,97","148006"
"2018-07",3.82629166666667,284.79998575,74.4058333333333,"NE",0.557037,1.4103454,1.25946378347203,0.686868,0.580285816527967,0.557037,1.4103454,1.25946378347203,0.686868,0.580285816527967,0.0924354940213971,0.0924354940213971,4.494,28.0254513456171,4.494,28.0254513456171,77,"38.575.609,00",6.39,"140,97","148006"
"2018-07",3.82629166666667,284.79998575,74.4058333333333,"S",0.447255,1.439122,1.24733126492587,0.686868,0.593423735074133,0.447255,1.439122,1.24733126492587,0.686868,0.593423735074133,0.0259419394688079,0.0259419394688079,4.414,28.2585243526477,4.414,28.2585243526477,77,"38.575.609,00",6.39,"140,97","148006"
"2018-07",3.82629166666667,284.79998575,74.4058333333333,"SE",0.447255,1.4673584,1.26999157243545,0.686868,0.613527027564552,0.447255,1.4673584,1.26999157243545,0.686868,0.613527027564552,0.348963337547408,0.348963337547408,4.485,28.3164230197425,4.485,28.3164230197425,77,"38.575.609,00",6.39,"140,97","148006"
"2018-08",3.92921333333333,285.279916266667,72.5893333333333,"BR",0.462046447481728,1.4185579,1.25907936461444,0.686868,0.619448287903831,0.462046447481728,1.4185579,1.25907936461444,0.686868,0.619448287903831,-0.09,-0.09,4.446,28.3193739229519,4.446,28.3193739229519,87.5,"38.699.353,00",6.39,"143,33","149095"
"2018-08",3.92921333333333,285.279916266667,72.5893333333333,"NE",0.557037,1.4246242,1.264523345656,0.686868,0.481947454344,0.557037,1.4246242,1.264523345656,0.686868,0.481947454344,-0.103989930774072,-0.103989930774072,4.415,28.6415253829219,4.415,28.6415253829219,87.5,"38.699.353,00",6.39,"143,33","149095"
"2018-08",3.92921333333333,285.279916266667,72.5893333333333,"SE",0.426735,1.4880028,1.26295795820842,0.686868,0.595436241791582,0.426735,1.4880028,1.26295795820842,0.686868,0.595436241791582,0.0664692071518873,0.0664692071518873,4.46,28.3174430091574,4.46,28.3174430091574,87.5,"38.699.353,00",6.39,"143,33","149095"
"2018-08",3.92921333333333,285.279916266667,72.5893333333333,"N",0.557037,1.3953293,1.21382214825873,0.686868,0.75094355174127,0.557037,1.3953293,1.21382214825873,0.686868,0.75094355174127,-0.109161290322581,-0.109161290322581,4.604,26.3645123427179,4.604,26.3645123427179,87.5,"38.699.353,00",6.39,"143,33","149095"
"2018-08",3.92921333333333,285.279916266667,72.5893333333333,"CO",0.426735,1.5618788,1.27983561773976,0.686868,0.550682582260241,0.426735,1.5618788,1.27983561773976,0.686868,0.550682582260241,0.136329113924051,0.136329113924051,4.506,28.4029209440692,4.506,28.4029209440692,87.5,"38.699.353,00",6.39,"143,33","149095"
"2018-08",3.92921333333333,285.279916266667,72.5893333333333,"S",0.426735,1.4128128,1.25167095989975,0.686868,0.578913240100254,0.426735,1.4128128,1.25167095989975,0.686868,0.578913240100254,-0.0518838789376158,-0.0518838789376158,4.357,28.7278163851216,4.357,28.7278163851216,87.5,"38.699.353,00",6.39,"143,33","149095"
"2018-09",4.096575,323.876328666667,79.0733333333333,"N",0.5479515,1.5703614,1.23005786503133,0.686868,0.780761234968673,0.5479515,1.5703614,1.23005786503133,0.686868,0.780761234968673,0.0545806451612903,0.0545806451612903,4.816,25.5410686260658,4.816,25.5410686260658,72.3,"38.850.359,00",6.39,"135,87","149895"
"2018-09",4.096575,323.876328666667,79.0733333333333,"BR",0.50938250131381,1.6238412,1.25891375705289,0.686868,0.6169945416333,0.50938250131381,1.6238412,1.25891375705289,0.686868,0.6169945416333,0.48,0.48,4.696,26.8082145880087,4.696,26.8082145880087,72.3,"38.850.359,00",6.39,"135,87","149895"
"2018-09",4.096575,323.876328666667,79.0733333333333,"SE",0.495045,1.6956659,1.25809553281659,0.686868,0.555325567183406,0.495045,1.6956659,1.25809553281659,0.686868,0.555325567183406,0.337885136355427,0.337885136355427,4.691,26.8193462548836,4.691,26.8193462548836,72.3,"38.850.359,00",6.39,"135,87","149895"
"2018-09",4.096575,323.876328666667,79.0733333333333,"CO",0.495045,1.7390863,1.30326543497536,0.686868,0.582735265024642,0.495045,1.7390863,1.30326543497536,0.686868,0.582735265024642,0.222670886075949,0.222670886075949,4.807,27.1118251503091,4.807,27.1118251503091,72.3,"38.850.359,00",6.39,"135,87","149895"
"2018-09",4.096575,323.876328666667,79.0733333333333,"NE",0.5479515,1.6114458,1.26991824786055,0.686868,0.594816452139445,0.5479515,1.6114458,1.26991824786055,0.686868,0.594816452139445,0.134801762114537,0.134801762114537,4.71099999999999,26.9564476302388,4.71099999999999,26.9564476302388,72.3,"38.850.359,00",6.39,"135,87","149895"
"2018-09",4.096575,323.876328666667,79.0733333333333,"S",0.495045,1.6095916,1.23966560949957,0.686868,0.556829790500432,0.495045,1.6095916,1.23966560949957,0.686868,0.556829790500432,0.29573810994441,0.29573810994441,4.588,27.0197386551781,4.588,27.0197386551781,72.3,"38.850.359,00",6.39,"135,87","149895"
